Name,Price,Bedrooms,Square Meters,StreetName,Price_per_sq_m,Latitude,Longitude,URL,date_browsed,Floor
"Penthouse in Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",139000,2,80,"Ciutat Meridiana - Torre Baró - Vallbona, Barcelona",1737.5,41.46128,2.17896,https://www.idealista.com/en/inmueble/101982200/,2023-07-11,2
"Penthouse in calle del Turó de la Trinitat, La Trinitat Nova, Barcelona",139900,2,77,"calle del Turó de la Trinitat, La Trinitat Nova, Barcelona",1816.8831168831168,41.44993,2.19021,https://www.idealista.com/en/inmueble/100948733/,2023-07-11,5
"Penthouse in calle de Finestrelles, 55, La Trinitat Vella, Barcelona",99000,3,85,"calle de Finestrelles, 55, La Trinitat Vella, Barcelona",1164.7058823529412,41.45253,2.19045,https://www.idealista.com/en/inmueble/101985600/,2023-07-11,4
"Penthouse in calle de Benlliure, 19, Sant Genís Dels Agudells - Montbau, Barcelona",159000,2,53,"calle de Benlliure, 19, Sant Genís Dels Agudells - Montbau, Barcelona",3000.0,41.43123,2.14181,https://www.idealista.com/en/inmueble/100872762/,2023-07-11,5
"Penthouse in El Raval, Barcelona",145000,2,51,"El Raval, Barcelona",2843.1372549019607,41.70141,1.97096,https://www.idealista.com/en/inmueble/101946240/,2023-07-11,5
"Penthouse in calle del Tigre, El Raval, Barcelona",143000,1,34,"calle del Tigre, El Raval, Barcelona",4205.882352941177,41.38256,2.16442,https://www.idealista.com/en/inmueble/101963658/,2023-07-11,5
"Penthouse in La Prosperitat, Barcelona",157000,2,67,"La Prosperitat, Barcelona",2343.283582089552,41.44353,2.18164,https://www.idealista.com/en/inmueble/96921468/,2023-07-11,4
"Penthouse in Les Roquetes, Barcelona",124000,3,72,"Les Roquetes, Barcelona",1722.2222222222222,41.23082,1.74346,https://www.idealista.com/en/inmueble/101591683/,2023-07-11,4
"Penthouse in calle del Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",89500,3,58,"calle del Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",1543.103448275862,41.45433,2.1907,https://www.idealista.com/en/inmueble/92929652/,2023-07-11,5
"Penthouse in calle del Cadí, Can Peguera - El Turó de la Peira, Barcelona",155000,1,50,"calle del Cadí, Can Peguera - El Turó de la Peira, Barcelona",3100.0,41.43177,2.16914,https://www.idealista.com/en/inmueble/98727846/,2023-07-11,4
"Flat in rambla de Prim, La Verneda i la Pau, Barcelona",149000,3,65,"rambla de Prim, La Verneda i la Pau, Barcelona",2292.3076923076924,41.42375,2.20326,https://www.idealista.com/en/inmueble/99909406/,2023-07-11,8
"Penthouse in Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",89500,3,58,"Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",1543.103448275862,41.45433,2.1907,https://www.idealista.com/en/inmueble/95313162/,2023-07-11,4
"Penthouse in calle de la Foradada, 102, La Trinitat Vella, Barcelona",120000,2,60,"calle de la Foradada, 102, La Trinitat Vella, Barcelona",2000.0,41.45301,2.19348,https://www.idealista.com/en/inmueble/101515170/,2023-07-11,4
"Penthouse in La Trinitat Vella, Barcelona",130500,3,59,"La Trinitat Vella, Barcelona",2211.864406779661,41.45087,2.19129,https://www.idealista.com/en/inmueble/101711537/,2023-07-11,3
"Flat in plaza Porxos, 1, Sant Martí de Provençals, Barcelona",140000,1,43,"plaza Porxos, 1, Sant Martí de Provençals, Barcelona",3255.813953488372,41.41443,2.19983,https://www.idealista.com/en/inmueble/98680687/,2023-07-11,10
"Penthouse in plaza del Pedró, 11, El Raval, Barcelona",149000,1,36,"plaza del Pedró, 11, El Raval, Barcelona",4138.888888888889,41.37946,2.16597,https://www.idealista.com/en/inmueble/97824923/,2023-07-11,4
"Penthouse in calle de la Foradada, 104, La Trinitat Vella, Barcelona",110000,3,85,"calle de la Foradada, 104, La Trinitat Vella, Barcelona",1294.1176470588234,41.45301,2.19358,https://www.idealista.com/en/inmueble/26589243/,2023-07-11,4
