Name,Price,Bedrooms,Square Meters,StreetName,Price_per_sq_m,Latitude,Longitude,URL,date_browsed,Floor
"Penthouse in calle d'Agustí i Milà, Sant Andreu, Barcelona",259000,3,59,"calle d'Agustí i Milà, Sant Andreu, Barcelona",4389.830508474576,41.43817,2.18793,https://www.idealista.com/en/inmueble/101309016/,2023-07-19,5
"Penthouse in El Raval, Barcelona",179000,1,44,"El Raval, Barcelona",4068.181818181818,41.70141,1.97096,https://www.idealista.com/en/inmueble/101229918/,2023-07-19,4
"Penthouse in calle de Sant Martí, 7, El Raval, Barcelona",215000,1,44,"calle de Sant Martí, 7, El Raval, Barcelona",4886.363636363636,41.37831,2.169,https://www.idealista.com/en/inmueble/101228073/,2023-07-19,4
"Penthouse in calle de Blesa, El Poble Sec - Parc de Montjuïc, Barcelona",310000,2,59,"calle de Blesa, El Poble Sec - Parc de Montjuïc, Barcelona",5254.237288135593,41.37232,2.1681,https://www.idealista.com/en/inmueble/101219878/,2023-07-19,2
"Penthouse in calle de Galileu, Sants, Barcelona",288500,1,48,"calle de Galileu, Sants, Barcelona",6010.416666666667,41.37863,2.13476,https://www.idealista.com/en/inmueble/101219082/,2023-07-19,9
"Penthouse in comtal, El Gòtic, Barcelona",240000,1,52,"comtal, El Gòtic, Barcelona",4615.384615384615,41.38658,2.17357,https://www.idealista.com/en/inmueble/101183828/,2023-07-19,4
"Penthouse in Sant Andreu, Barcelona",259000,3,59,"Sant Andreu, Barcelona",4389.830508474576,41.43614,2.18972,https://www.idealista.com/en/inmueble/101165718/,2023-07-19,5
"Flat in calle de Sant Pau, El Raval, Barcelona",165000,1,57,"calle de Sant Pau, El Raval, Barcelona",2894.7368421052633,41.37786,2.17074,https://www.idealista.com/en/inmueble/93086186/,2023-07-19,4
"Penthouse in calle del Roser, El Poble Sec - Parc de Montjuïc, Barcelona",350000,1,50,"calle del Roser, El Poble Sec - Parc de Montjuïc, Barcelona",7000.0,41.3728,2.16631,https://www.idealista.com/en/inmueble/101102918/,2023-07-19,5
"Penthouse in calle de los Castillejos, El Baix Guinardó, Barcelona",330000,1,60,"calle de los Castillejos, El Baix Guinardó, Barcelona",5500.0,41.41175,2.17138,https://www.idealista.com/en/inmueble/101094359/,2023-07-19,9
